IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
54.150.75.95,2087,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.160.166,2053,80,false,NRT,Asia Pacific,Tokyo,69,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,69,0.00
54.150.160.166,2087,80,false,NRT,Asia Pacific,Tokyo,70,0.00
54.150.75.95,2086,80,false,NRT,Asia Pacific,Tokyo,70,0.00
54.150.91.84,443,443,true,NRT,Asia Pacific,Tokyo,71,0.00
54.150.75.95,2052,80,false,NRT,Asia Pacific,Tokyo,71,0.00
13.125.218.78,443,443,true,ICN,Asia Pacific,Seoul,72,0.00
13.209.166.73,80,8080,false,ICN,Asia Pacific,Seoul,72,0.00
3.105.12.136,2086,80,false,SYD,Oceania,Sydney,92,0.00
3.105.12.136,2082,80,false,SYD,Oceania,Sydney,92,0.00
3.105.12.136,2053,80,false,SYD,Oceania,Sydney,92,0.00
13.55.237.163,2083,80,false,SYD,Oceania,Sydney,92,0.00
13.237.94.188,2053,80,false,SYD,Oceania,Sydney,92,0.00
54.253.222.7,2086,80,false,SYD,Oceania,Sydney,92,0.00
13.236.104.165,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.105.185.150,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.105.185.150,2096,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2086,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2095,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2096,80,false,SYD,Oceania,Sydney,93,0.00
3.105.12.136,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2053,80,false,SYD,Oceania,Sydney,93,0.00
3.105.24.122,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2087,80,false,SYD,Oceania,Sydney,93,0.00
3.105.36.23,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,93,0.00
54.252.91.41,2087,80,false,SYD,Oceania,Sydney,93,0.00
